,game_id,play_id,home_team_pred_proba_plus,away_team_pred_proba_plus,game_seconds_remaining
453966,2018120905,4068,0.39012085815745545,0.6098791418425445,77.0
453967,2018120905,4090,0.3678711579260416,0.6321288420739584,70.0
453968,2018120905,4125,0.3678709451016217,0.6321290548983782,66.0
453969,2018120905,4164,0.32740765940056654,0.6725923405994334,57.0
453970,2018120905,4221,0.4700740824656412,0.5299259175343588,53.0
453971,2018120905,4263,0.4637860802087439,0.5362139197912561,47.0
453972,2018120905,4285,0.48724271882875914,0.5127572811712409,44.0
453973,2018120905,4323,0.6692446433214877,0.3307553566785123,38.0
453974,2018120905,4362,0.6610655746541422,0.3389344253458578,33.0
453975,2018120905,4401,0.6231082939890424,0.37689170601095756,3.0
454110,2018120904,4007,0.09664892343554943,0.9033510765644506,328.0
454111,2018120904,4029,0.10555726729490045,0.8944427327050996,285.0
454112,2018120904,4079,0.16158133458179158,0.8384186654182084,270.0
454113,2018120904,4101,0.15449420074915157,0.8455057992508485,247.0
454114,2018120904,4123,0.14246827465380646,0.8575317253461936,240.0
454115,2018120904,4148,0.17583812094085155,0.8241618790591485,213.0
454116,2018120904,4173,0.246466920163015,0.753533079836985,174.0
454117,2018120904,4228,0.2660646789464178,0.7339353210535822,164.0
454118,2018120904,4293,0.31042336541582827,0.6895766345841717,154.0
454119,2018120904,4382,0.2660786262224868,0.7339213737775132,142.0
454120,2018120904,4424,0.2500004476746778,0.7499995523253222,136.0
454121,2018120904,4486,0.22910526641984086,0.7708947335801591,120.0
454122,2018120904,4508,0.26173049278282967,0.7382695072171703,78.0
454123,2018120904,4530,0.2839298041045425,0.7160701958954575,36.0
454245,2018120903,4021,0.969910527967681,0.030089472032319042,399.0
454246,2018120903,4060,0.9686624867524186,0.03133751324758138,391.0
454247,2018120903,4085,0.9739195017444399,0.026080498255560136,346.0
454248,2018120903,4107,0.973279128548905,0.02672087145109503,302.0
454249,2018120903,4129,0.9763768818240756,0.02362311817592444,258.0
454250,2018120903,4174,0.9718400804938438,0.02815991950615615,217.0
454251,2018120903,4213,0.9734697643914512,0.026530235608548836,210.0
454252,2018120903,4235,0.9725883504466956,0.02741164955330444,164.0
454253,2018120903,4254,0.9608244650062661,0.03917553499373394,157.0
454254,2018120903,4279,0.9596328277584445,0.040367172241555505,135.0
454255,2018120903,4321,0.9571783131464104,0.04282168685358956,120.0
454256,2018120903,4349,0.9559776589262263,0.044022341073773674,94.0
454257,2018120903,4375,0.959746204849775,0.04025379515022498,90.0
454258,2018120903,4400,0.9647476281886376,0.035252371811362426,68.0
454259,2018120903,4425,0.9520978050300357,0.047902194969964285,50.0
454260,2018120903,4447,0.9561481937917004,0.04385180620829965,42.0
454261,2018120903,4469,0.960358037915781,0.039641962084218996,37.0
454262,2018120903,4494,0.9589606920919644,0.04103930790803556,18.0
454263,2018120903,4563,0.9467116725403221,0.05328832745967793,13.0
454384,2018120902,4005,0.7914876564896116,0.2085123435103884,120.0
454385,2018120902,4027,0.7518710947872732,0.2481289052127268,75.0
454386,2018120902,4053,0.7510984833107156,0.2489015166892844,64.0
454387,2018120902,4080,0.8437329440008062,0.15626705599919377,57.0
454388,2018120902,4102,0.8294389734631255,0.17056102653687455,31.0
454509,2018120910,4007,0.9158145705767544,0.08418542942324558,517.0
454510,2018120910,4029,0.913652274174,0.08634772582600003,472.0
454511,2018120910,4051,0.912733337325002,0.08726666267499805,425.0
454512,2018120910,4083,0.9028418702819184,0.09715812971808158,424.0
454513,2018120910,4109,0.885227349476888,0.11477265052311203,415.0
454514,2018120910,4140,0.8787913033798003,0.12120869662019973,396.0
454515,2018120910,4180,0.8403791221912729,0.15962087780872714,385.0
454516,2018120910,4202,0.8524018059394258,0.14759819406057417,380.0
454517,2018120910,4224,0.8668971180669424,0.13310288193305764,375.0
454518,2018120910,4249,0.8779355357235591,0.12206446427644091,340.0
454519,2018120910,4278,0.8242250999642158,0.17577490003578422,321.0
454520,2018120910,4303,0.8276209141038849,0.17237908589611506,297.0
454521,2018120910,4325,0.8441695451849797,0.15583045481502034,292.0
454522,2018120910,4347,0.8511565977742972,0.1488434022257028,264.0
454523,2018120910,4402,0.7786239207627903,0.2213760792372097,249.0
454524,2018120910,4424,0.8047746663991938,0.19522533360080618,245.0
454525,2018120910,4446,0.8221703195099496,0.17782968049005043,240.0
454526,2018120910,4472,0.872726556304011,0.12727344369598903,237.0
454527,2018120910,4572,0.7607572846035657,0.23924271539643427,231.0
454528,2018120910,4611,0.7745290499898334,0.2254709500101666,226.0
454529,2018120910,4690,0.762870288906928,0.23712971109307202,219.0
454530,2018120910,4715,0.831672068986231,0.16832793101376897,212.0
454531,2018120910,4758,0.8388127012449712,0.1611872987550288,206.0
454532,2018120910,4797,0.8231879785105891,0.1768120214894109,159.0
454533,2018120910,4855,0.8479417397116634,0.15205826028833658,120.0
454534,2018120910,4877,0.8260844882902845,0.17391551170971553,84.0
454535,2018120910,4899,0.8088197569172045,0.19118024308279546,43.0
454536,2018120910,4921,0.7872489403238208,0.21275105967617924,8.0
454537,2018120910,4943,0.7104665015460907,0.2895334984539093,5.0
454667,2018120909,4031,0.7218648436534301,0.27813515634656993,43.0
454668,2018120909,4053,0.7403794535213107,0.25962054647868926,39.0
454669,2018120909,4073,0.786501655102699,0.21349834489730102,18.0
454793,2018120911,4000,0.11461098299606917,0.8853890170039308,131.0
454794,2018120911,4054,0.09701517519352043,0.9029848248064796,120.0
454795,2018120911,4076,0.06923486139293622,0.9307651386070638,113.0
454796,2018120911,4115,0.0694741423509132,0.9305258576490868,108.0
454797,2018120911,4148,0.07545472052057245,0.9245452794794276,100.0
454798,2018120911,4187,0.07830082603881283,0.9216991739611872,96.0
454799,2018120911,4226,0.0770824058155587,0.9229175941844413,94.0
454800,2018120911,4245,0.07685172950106062,0.9231482704989393,88.0
454801,2018120911,4270,0.08580631924658509,0.9141936807534149,64.0
454802,2018120911,4292,0.07862040425820563,0.9213795957417944,60.0
454803,2018120911,4317,0.08309678610869953,0.9169032138913005,38.0
454804,2018120911,4342,0.10091231807622997,0.8990876819237701,15.0
454929,2018120913,4030,0.3973399937723787,0.6026600062276213,119.0
454930,2018120913,4055,0.5110663193916074,0.4889336806083926,76.0
454931,2018120913,4077,0.4913129938962831,0.508687006103717,34.0
454932,2018120913,4099,0.4614982498376669,0.538501750162333,30.0
454933,2018120913,4138,0.4478664391679105,0.5521335608320894,25.0
454934,2018120913,4221,0.5721796278195284,0.42782037218047164,15.0
454935,2018120913,4264,0.463567522795152,0.536432477204848,5.0
455066,2018120912,4026,0.606986608406505,0.393013391593495,113.0
455067,2018120912,4065,0.6414588959154598,0.3585411040845402,105.0
455068,2018120912,4142,0.5276085890828421,0.47239141091715786,95.0
455069,2018120912,4173,0.520893562058612,0.47910643794138796,89.0
455070,2018120912,4199,0.5585179174595148,0.44148208254048515,65.0
